"order_id","customer_id","provider","payment_method","currency","amount","amount_bucket","country","device","transaction_type","result_status","reason_code","invoice_date","payment_date","chargeback_flag","retries","days_since_invoice","days_since_last_event","prev_success_cnt","prev_total_cnt","customer_prior_success_rate","label_recovered_30d"
"O008122","C00820","Adyen","visa","GBP","8.05","low","IE","web","capture","failed","expired_card","2024-03-05",NULL,False,1,0,623,"1","1","1",0
"O000624","C00820","Chase","amex","GBP","20.10","low","IT","web","auth","success",NULL,"2024-03-19","2024-03-19",False,0,0,610,"1","2","0.5",1
"O005062","C00820","Adyen","mastercard","GBP","28.77","mid","IE","web","auth","failed","expired_card","2024-08-21","2024-08-22",False,1,0,454,"2","3","0.6666666666666666",1
"O009873","C00820","Credorax","visa","GBP","91.24","mid","GB","ios","capture","success",NULL,"2025-01-14","2025-01-20",False,0,2,306,"2","4","0.5",1
"O001483","C00820","Credorax","mastercard","EUR","15.48","low","IT","android","auth","success",NULL,"2025-03-12","2025-03-14",False,0,2,249,"3","5","0.6",1
"O010904","C00820","Chase","visa","GBP","24.02","low","FR","web","auth","failed","expired_card","2025-09-21",NULL,False,2,0,58,"4","6","0.6666666666666666",0
"O002391","C00820","Adyen","mastercard","GBP","126.75","high","GB","ios","auth","failed","incorrect_cvv","2025-09-23",NULL,False,2,2,54,"4","7","0.5714285714285714",0
"O005109","C00821","Safecharge/Nuvei","mastercard","EUR","16.11","low","ES","web","capture","success",NULL,"2024-03-03","2024-03-03",False,1,2,623,"0","0",NULL,1
"O004926","C00821","Credorax","visa","EUR","13.78","low","DE","android","auth","success",NULL,"2024-11-21","2024-11-25",False,1,1,361,"1","1","1",1
"O001522","C00821","Amex","mastercard","GBP","19.60","low","GB","ios","auth","success",NULL,"2025-03-15","2025-03-15",False,2,2,246,"2","2","1",1
"O000228","C00822","Adyen","visa","GBP","10.03","low","DE","web","auth","failed","stolen_card","2024-04-13",NULL,False,0,1,583,"0","0",NULL,0
"O010695","C00822","Chase","visa","GBP","4.28","low","IT","web","auth","failed","stolen_card","2025-01-19","2025-01-24",False,0,1,302,"0","1","0",1
"O000872","C00823","Safecharge/Nuvei","visa","USD","15.31","low","IE","web","auth","failed","insufficient_funds","2024-01-03",NULL,False,3,0,685,"0","0",NULL,0
"O001398","C00823","Safecharge/Nuvei","amex","EUR","47.36","mid","CY","ios","auth","failed","limit_exceeded","2025-09-04","2025-09-24",False,4,1,74,"0","1","0",1
"O000504","C00824","Safecharge/Nuvei","mastercard","GBP","13.13","low","DE","web","auth","success",NULL,"2024-09-29","2024-10-03",False,0,2,414,"0","0",NULL,1
"O006974","C00824","Adyen","paypal","GBP","45.98","mid","GB","web","auth","failed","incorrect_cvv","2025-01-01","2025-01-29",False,3,2,319,"1","1","1",1
"O000567","C00824","Chase","visa","GBP","13.20","low","IT","web","auth","success",NULL,"2025-04-16","2025-04-17",False,0,1,215,"1","2","0.5",1
"O000547","C00824","Adyen","visa","GBP","14.45","low","US","web","auth","success",NULL,"2025-08-21","2025-08-23",False,2,0,89,"2","3","0.6666666666666666",1
"O002123","C00824","Chase","visa","GBP","18.67","low","ES","web","auth","failed","expired_card","2025-09-02","2025-09-12",False,2,0,78,"3","4","0.75",1
"O004160","C00824","Credorax","visa","EUR","7.62","low","IT","web","auth","failed","limit_exceeded","2025-09-05",NULL,False,1,2,72,"3","5","0.6",0
"O008283","C00824","Worldpay","apple_pay","GBP","10.00","low","GB","web","auth","success",NULL,"2025-09-08","2025-09-12",False,1,0,72,"3","6","0.5",1
"O007042","C00825","Amex","visa","GBP","12.22","low","GB","ios","auth","success",NULL,"2024-02-08","2024-02-14",False,0,1,648,"0","0",NULL,1
"O003241","C00825","Amex","apple_pay","GBP","48.02","mid","FR","web","capture","failed","do_not_honor","2025-07-07",NULL,False,1,2,132,"1","1","1",0
"O011450","C00826","Amex","paypal","GBP","83.88","mid","US","web","auth","failed","processor_declined","2024-03-06","2024-04-03",False,2,2,621,"0","0",NULL,1
"O007380","C00826","Worldpay","visa","EUR","152.31","high","IT","web","auth","success",NULL,"2024-04-16","2024-04-16",False,1,0,581,"0","1","0",1
"O009878","C00826","Credorax","paypal","GBP","32.71","mid","DE","web","capture","success",NULL,"2024-05-30","2024-06-05",False,0,0,537,"1","2","0.5",1
"O004809","C00826","Worldpay","visa","GBP","29.77","mid","ES","ios","auth","failed","do_not_honor","2024-07-31",NULL,False,1,2,473,"2","3","0.6666666666666666",0
"O011364","C00827","Adyen","mastercard","EUR","43.20","mid","IT","web","auth","success",NULL,"2024-01-06","2024-01-06",False,0,1,681,"0","0",NULL,1
"O004023","C00827","Chase","mastercard","EUR","23.00","low","IT","web","auth","success",NULL,"2025-02-12","2025-02-18",False,0,0,279,"1","1","1",1
"O008464","C00827","Adyen","mastercard","GBP","36.06","mid","GB","web","auth","success",NULL,"2025-04-29","2025-05-05",False,0,2,201,"2","2","1",1
"O001023","C00827","Worldpay","mastercard","GBP","25.88","mid","ES","web","auth","success",NULL,"2025-06-27","2025-06-27",False,0,0,144,"3","3","1",1
"O002358","C00828","Safecharge/Nuvei","mastercard","GBP","28.48","mid","DE","ios","auth","success",NULL,"2024-02-01","2024-02-06",False,0,2,654,"0","0",NULL,1
"O001188","C00828","Adyen","visa","GBP","42.77","mid","IT","web","auth","success",NULL,"2024-04-22","2024-04-25",False,1,1,574,"1","1","1",1
"O002646","C00828","Safecharge/Nuvei","amex","GBP","17.59","low","GB","web","auth","failed","incorrect_cvv","2024-07-26","2024-08-04",False,1,2,479,"2","2","1",1
"O003209","C00828","Worldpay","visa","EUR","67.44","mid","NL","web","auth","failed","incorrect_cvv","2024-11-18","2024-12-14",False,0,0,365,"2","3","0.6666666666666666",1
"O006817","C00828","Chase","amex","GBP","2.36","low","NL","ios","auth","success",NULL,"2024-11-27","2024-11-28",False,0,2,354,"2","4","0.5",1
"O003749","C00828","Amex","visa","GBP","59.63","mid","GB","web","auth","failed","insufficient_funds","2025-07-03","2025-07-04",False,1,0,138,"3","5","0.6",1
"O008668","C00830","Amex","visa","GBP","4.47","low","ES","ios","auth","success",NULL,"2024-03-01","2024-03-06",False,2,2,625,"0","0",NULL,1
"O006252","C00830","Safecharge/Nuvei","amex","GBP","38.08","mid","DE","web","capture","success",NULL,"2024-06-06","2024-06-11",False,0,0,530,"1","1","1",1
"O006726","C00830","Chase","paypal","GBP","26.74","mid","ES","web","auth","success",NULL,"2024-09-04","2024-09-10",False,1,1,439,"2","2","1",1
"O011429","C00830","Amex","visa","EUR","21.28","low","NL","web","auth","failed","incorrect_cvv","2024-10-26","2024-11-03",False,2,1,387,"3","3","1",1
"O006939","C00830","Credorax","mastercard","GBP","14.81","low","CY","web","auth","failed","processor_declined","2024-11-18",NULL,False,3,0,365,"3","4","0.75",0
"O011887","C00830","Worldpay","paypal","GBP","14.30","low","NL","web","auth","failed","expired_card","2025-08-26","2025-08-29",False,1,2,82,"3","5","0.6",1
"O011221","C00831","Adyen","visa","USD","19.02","low","FR","web","capture","success",NULL,"2024-02-14","2024-02-15",False,3,1,642,"0","0",NULL,1
"O003076","C00831","Amex","mastercard","USD","35.48","mid","DE","web","auth","failed","stolen_card","2025-01-03","2025-01-06",False,1,0,320,"1","1","1",1
"O010722","C00832","Safecharge/Nuvei","visa","EUR","19.45","low","IT","web","auth","success",NULL,"2025-06-14","2025-06-14",False,0,1,156,"0","0",NULL,1
"O001640","C00833","Amex","visa","EUR","15.82","low","DE","android","capture","failed","insufficient_funds","2024-08-31","2024-09-30",False,1,0,444,"0","0",NULL,1
"O008639","C00833","Adyen","amex","GBP","10.58","low","IE","android","auth","failed","insufficient_funds","2024-09-16",NULL,False,1,0,428,"0","1","0",0
"O009366","C00833","Chase","mastercard","GBP","5.37","low","GB","android","auth","success",NULL,"2025-08-18","2025-08-18",False,1,0,92,"0","2","0",1
"O003624","C00834","Worldpay","amex","EUR","114.31","high","FR","web","auth","failed","expired_card","2024-03-16","2024-04-13",False,2,2,610,"0","0",NULL,1
"O008663","C00834","Adyen","paypal","GBP","11.86","low","IT","web","auth","failed","stolen_card","2024-03-18",NULL,False,2,1,609,"0","1","0",0
"O001559","C00834","Amex","paypal","GBP","32.42","mid","NL","web","auth","success",NULL,"2024-10-05","2024-10-09",False,0,0,409,"0","2","0",1
"O006080","C00835","Worldpay","visa","GBP","11.19","low","US","web","capture","failed","insufficient_funds","2024-06-02","2024-06-18",False,3,1,533,"0","0",NULL,1
"O006798","C00835","Amex","apple_pay","GBP","11.58","low","IE","ios","auth","success",NULL,"2025-02-03","2025-02-07",False,1,1,287,"0","1","0",1
"O009210","C00835","Adyen","visa","USD","20.87","low","GB","ios","auth","failed","stolen_card","2025-08-10",NULL,False,4,1,99,"1","2","0.5",0
"O001880","C00835","Adyen","visa","GBP","22.46","low","CY","ios","auth","failed","stolen_card","2025-08-15","2025-08-23",False,2,1,94,"1","3","0.3333333333333333",1
"O009470","C00835","Adyen","apple_pay","GBP","40.78","mid","IT","ios","auth","success",NULL,"2025-09-22","2025-09-24",False,0,0,57,"1","4","0.25",1
"O006552","C00836","Chase","mastercard","GBP","11.94","low","US","web","auth","success",NULL,"2024-01-04","2024-01-09",False,0,1,683,"0","0",NULL,1
"O002671","C00836","Worldpay","paypal","GBP","45.67","mid","DE","web","auth","success",NULL,"2024-02-12","2024-02-18",False,0,2,643,"1","1","1",1
"O002751","C00836","Adyen","amex","GBP","15.54","low","GB","ios","auth","failed","insufficient_funds","2024-11-27","2024-12-19",False,1,1,355,"2","2","1",1
"O009130","C00836","Adyen","paypal","GBP","4.14","low","ES","web","auth","success",NULL,"2025-03-07","2025-03-09",False,1,2,254,"2","3","0.6666666666666666",1
"O010065","C00836","Safecharge/Nuvei","visa","GBP","40.45","mid","CY","web","auth","success",NULL,"2025-04-09","2025-04-12",False,0,1,222,"3","4","0.75",1
"O004819","C00836","Credorax","visa","GBP","13.82","low","GB","web","auth","failed","do_not_honor","2025-06-04",NULL,False,0,0,167,"4","5","0.8",0
"O011217","C00836","Safecharge/Nuvei","visa","GBP","17.10","low","IT","web","auth","failed","expired_card","2025-09-09","2025-09-15",False,2,2,68,"4","6","0.6666666666666666",1
"O007842","C00837","Worldpay","visa","EUR","51.20","mid","GB","web","auth","success",NULL,"2024-04-10","2024-04-16",False,2,0,587,"0","0",NULL,1
"O008729","C00837","Safecharge/Nuvei","visa","USD","6.86","low","US","web","capture","failed","incorrect_cvv","2024-07-03","2024-07-10",False,0,0,503,"1","1","1",1
"O007698","C00837","Credorax","visa","EUR","17.78","low","IE","ios","auth","success",NULL,"2024-07-16","2024-07-18",False,0,2,488,"1","2","0.5",1
"O004241","C00837","Safecharge/Nuvei","mastercard","GBP","13.95","low","CY","android","auth","failed","stolen_card","2024-08-02","2024-08-07",False,0,2,471,"2","3","0.6666666666666666",1
"O001657","C00837","Chase","amex","GBP","27.65","mid","GB","web","auth","failed","insufficient_funds","2024-09-02","2024-09-23",False,1,1,441,"2","4","0.5",1
"O003149","C00837","Worldpay","visa","GBP","68.17","mid","FR","ios","auth","failed","processor_declined","2024-11-14","2024-11-18",False,1,2,367,"2","5","0.4",1
"O007769","C00837","Amex","visa","GBP","18.07","low","ES","web","auth","success",NULL,"2025-07-22","2025-07-26",False,1,2,117,"2","6","0.3333333333333333",1
"O001481","C00838","Adyen","visa","GBP","7.31","low","GB","android","auth","success",NULL,"2024-08-26","2024-08-30",False,1,2,447,"0","0",NULL,1
"O006922","C00838","Worldpay","visa","GBP","32.44","mid","FR","web","capture","failed","incorrect_cvv","2024-10-08","2024-10-13",False,2,2,404,"1","1","1",1
"O008285","C00838","Credorax","mastercard","GBP","8.24","low","GB","web","auth","success",NULL,"2025-01-24","2025-01-27",False,2,2,296,"1","2","0.5",1
"O009495","C00838","Safecharge/Nuvei","mastercard","GBP","57.72","mid","US","android","auth","failed","processor_declined","2025-08-04","2025-08-23",False,1,0,106,"2","3","0.6666666666666666",1
"O002478","C00838","Worldpay","mastercard","USD","5.48","low","CY","ios","capture","success",NULL,"2025-09-19","2025-09-20",False,0,1,59,"2","4","0.5",1
"O008038","C00838","Adyen","mastercard","GBP","32.51","mid","GB","web","auth","success",NULL,"2025-09-27","2025-09-29",False,1,0,52,"3","5","0.6",1
"O001127","C00839","Amex","mastercard","EUR","31.67","mid","CY","web","refund","success",NULL,"2024-05-18","2024-05-23",False,1,0,549,"0","0",NULL,1
"O002012","C00839","Worldpay","amex","USD","41.05","mid","NL","ios","auth","failed","incorrect_cvv","2024-06-09",NULL,False,0,2,525,"1","1","1",0
"O009616","C00839","Amex","paypal","EUR","16.17","low","GB","web","auth","failed","incorrect_cvv","2024-12-18",NULL,False,2,1,334,"1","2","0.5",0
"O007636","C00839","Chase","visa","USD","36.14","mid","FR","web","auth","success",NULL,"2025-04-02","2025-04-08",False,0,2,228,"1","3","0.3333333333333333",1
"O000347","C00839","Credorax","amex","GBP","9.72","low","GB","web","capture","failed","stolen_card","2025-05-25",NULL,False,3,1,176,"2","4","0.5",0
"O006276","C00839","Credorax","visa","GBP","110.90","high","DE","web","auth","failed","expired_card","2025-08-27","2025-09-17",False,1,0,83,"2","5","0.4",1
"O010215","C00840","Adyen","mastercard","GBP","18.55","low","CY","android","auth","success",NULL,"2024-11-21","2024-11-21",False,1,2,360,"0","0",NULL,1
"O000157","C00840","Adyen","paypal","GBP","24.17","low","IT","web","capture","failed","expired_card","2024-12-14",NULL,False,3,1,338,"1","1","1",0
"O008167","C00840","Amex","mastercard","EUR","48.70","mid","IT","web","auth","success",NULL,"2025-06-28","2025-07-02",False,0,0,143,"1","2","0.5",1
"O004090","C00840","Amex","apple_pay","GBP","7.08","low","ES","web","auth","success",NULL,"2025-07-24","2025-07-30",False,2,1,116,"2","3","0.6666666666666666",1
"O011459","C00840","Chase","amex","USD","26.62","mid","GB","ios","auth","failed","limit_exceeded","2025-09-08","2025-09-09",False,3,0,71,"3","4","0.75",1
"O004782","C00841","Amex","mastercard","EUR","31.91","mid","IT","web","auth","failed","incorrect_cvv","2024-10-22",NULL,False,0,2,390,"0","0",NULL,0
"O011156","C00842","Worldpay","visa","USD","25.97","mid","ES","ios","auth","success",NULL,"2024-07-10","2024-07-10",False,1,0,496,"0","0",NULL,1
"O006673","C00842","Safecharge/Nuvei","visa","GBP","17.13","low","NL","ios","auth","failed","incorrect_cvv","2024-10-09","2024-10-31",False,1,2,403,"1","1","1",1
"O002869","C00842","Adyen","visa","EUR","28.32","mid","IT","web","auth","success",NULL,"2025-03-15","2025-03-16",False,0,1,247,"1","2","0.5",1
"O007431","C00842","Chase","visa","GBP","27.08","mid","GB","ios","auth","success",NULL,"2025-04-11","2025-04-11",False,0,2,219,"2","3","0.6666666666666666",1
"O002957","C00843","Worldpay","apple_pay","EUR","54.75","mid","ES","web","refund","failed","incorrect_cvv","2024-11-22","2024-12-05",False,0,0,361,"0","0",NULL,1
"O010362","C00843","Worldpay","mastercard","USD","33.50","mid","IE","web","auth","failed","expired_card","2025-06-17","2025-06-26",False,4,2,152,"0","1","0",1
"O000181","C00844","Adyen","mastercard","EUR","63.77","mid","US","web","auth","failed","insufficient_funds","2025-02-14","2025-02-24",False,4,2,275,"0","0",NULL,1
"O003419","C00844","Adyen","apple_pay","EUR","29.84","mid","ES","android","auth","success",NULL,"2025-06-22","2025-06-28",False,1,2,147,"0","1","0",1
"O007810","C00845","Worldpay","visa","USD","17.77","low","GB","ios","auth","success",NULL,"2024-08-16","2024-08-18",False,0,1,458,"0","0",NULL,1
"O010255","C00846","Amex","visa","GBP","120.65","high","ES","web","auth","failed","processor_declined","2024-03-14","2024-03-16",False,3,2,612,"0","0",NULL,1
"O004334","C00846","Safecharge/Nuvei","mastercard","EUR","18.25","low","ES","ios","auth","failed","processor_declined","2024-04-26","2024-05-25",False,1,0,571,"0","1","0",1
"O010171","C00846","Credorax","visa","EUR","20.46","low","ES","web","auth","failed","incorrect_cvv","2024-05-26","2024-06-14",False,3,2,539,"0","2","0",1
"O001268","C00846","Adyen","mastercard","EUR","26.60","mid","CY","web","auth","failed","stolen_card","2024-10-22","2024-10-26",False,3,1,392,"0","3","0",1
"O007731","C00846","Credorax","visa","GBP","12.36","low","GB","ios","auth","success",NULL,"2024-11-13","2024-11-15",False,0,2,369,"0","4","0",1
"O006992","C00846","Worldpay","mastercard","USD","30.21","mid","US","web","auth","success",NULL,"2024-11-14","2024-11-16",False,1,1,368,"1","5","0.2",1
"O008187","C00846","Amex","visa","GBP","58.44","mid","GB","web","auth","success",NULL,"2025-01-15","2025-01-15",False,0,2,305,"2","6","0.3333333333333333",1
"O001764","C00847","Adyen","visa","GBP","48.27","mid","GB","web","auth","failed","expired_card","2024-01-24","2024-02-16",False,2,1,663,"0","0",NULL,1
"O008672","C00847","Adyen","visa","USD","44.15","mid","GB","web","capture","failed","expired_card","2024-03-30",NULL,False,0,1,597,"0","1","0",0
"O003907","C00848","Worldpay","visa","GBP","54.04","mid","IT","ios","auth","failed","insufficient_funds","2024-04-20","2024-05-17",False,3,0,577,"0","0",NULL,1
"O001906","C00848","Worldpay","visa","GBP","27.90","mid","GB","android","auth","success",NULL,"2025-02-13","2025-02-15",False,0,0,278,"0","1","0",1
"O004754","C00849","Adyen","mastercard","EUR","31.71","mid","GB","web","auth","failed","do_not_honor","2024-03-11",NULL,False,2,0,617,"0","0",NULL,0
"O002101","C00849","Credorax","mastercard","GBP","52.77","mid","FR","android","auth","success",NULL,"2025-08-29","2025-09-04",False,0,2,79,"0","1","0",1
"O000162","C00850","Chase","mastercard","GBP","16.56","low","FR","web","auth","failed","stolen_card","2024-06-02","2024-06-13",False,2,0,534,"0","0",NULL,1
"O008439","C00850","Adyen","apple_pay","EUR","2.79","low","GB","web","capture","success",NULL,"2024-06-15","2024-06-18",False,1,2,519,"0","1","0",1
"O005930","C00850","Chase","visa","EUR","115.21","high","GB","web","auth","success",NULL,"2024-08-01","2024-08-06",False,0,0,474,"1","2","0.5",1
"O002380","C00850","Worldpay","amex","GBP","6.96","low","GB","web","auth","failed","limit_exceeded","2025-07-21","2025-08-15",False,1,2,118,"2","3","0.6666666666666666",1
"O005349","C00850","Worldpay","paypal","EUR","64.17","mid","GB","web","auth","failed","limit_exceeded","2025-07-22","2025-08-01",False,0,1,119,"2","4","0.5",1
"O002784","C00851","Adyen","mastercard","GBP","17.88","low","IE","web","auth","failed","incorrect_cvv","2025-05-03","2025-05-16",False,0,0,199,"0","0",NULL,1
"O006972","C00851","Adyen","visa","GBP","45.85","mid","GB","android","auth","success",NULL,"2025-08-03","2025-08-04",False,2,0,107,"0","1","0",1
"O010974","C00852","Adyen","visa","USD","23.54","low","CY","web","auth","failed","processor_declined","2024-08-12","2024-08-14",False,2,2,461,"0","0",NULL,1
"O006428","C00853","Worldpay","mastercard","USD","7.73","low","IE","web","auth","success",NULL,"2024-01-15","2024-01-18",False,0,0,673,"0","0",NULL,1
"O008782","C00853","Chase","visa","GBP","13.72","low","IT","web","auth","failed","expired_card","2024-01-29","2024-02-20",False,0,2,657,"1","1","1",1
"O007586","C00853","Adyen","visa","GBP","17.42","low","ES","web","auth","failed","limit_exceeded","2025-04-22","2025-05-20",False,2,0,210,"1","2","0.5",1
"O007646","C00853","Safecharge/Nuvei","visa","EUR","25.56","mid","GB","web","auth","success",NULL,"2025-07-14","2025-07-19",False,0,2,125,"1","3","0.3333333333333333",1
"O005087","C00854","Worldpay","mastercard","GBP","49.42","mid","FR","web","capture","failed","stolen_card","2024-12-31",NULL,False,2,1,321,"0","0",NULL,0
"O001799","C00855","Adyen","amex","USD","17.78","low","NL","web","auth","success",NULL,"2024-11-01","2024-11-01",False,0,0,382,"0","0",NULL,1
"O011813","C00855","Safecharge/Nuvei","apple_pay","EUR","13.88","low","IE","web","refund","success",NULL,"2024-11-15","2024-11-16",False,0,1,367,"1","1","1",1
"O007363","C00855","Credorax","amex","GBP","109.83","high","GB","web","capture","failed","expired_card","2025-02-11","2025-03-10",False,1,1,279,"2","2","1",1
"O010208","C00855","Worldpay","visa","USD","145.88","high","CY","android","capture","success",NULL,"2025-03-16","2025-03-22",False,0,2,245,"2","3","0.6666666666666666",1
"O011460","C00855","Amex","visa","EUR","24.85","low","DE","web","auth","failed","do_not_honor","2025-04-15","2025-05-12",False,2,0,217,"3","4","0.75",1
"O009072","C00855","Adyen","mastercard","GBP","84.63","mid","CY","web","capture","failed","limit_exceeded","2025-05-27",NULL,False,1,0,175,"3","5","0.6",0
"O005452","C00855","Worldpay","mastercard","GBP","11.73","low","NL","android","refund","success",NULL,"2025-08-08","2025-08-08",False,0,1,101,"3","6","0.5",1
"O005991","C00856","Worldpay","visa","USD","33.22","mid","GB","web","auth","failed","limit_exceeded","2024-02-22","2024-03-19",False,1,2,633,"0","0",NULL,1
"O002207","C00856","Worldpay","visa","GBP","30.96","mid","GB","ios","auth","failed","stolen_card","2025-06-19","2025-06-20",False,3,1,151,"0","1","0",1
"O005918","C00856","Worldpay","mastercard","EUR","110.35","high","DE","web","auth","success",NULL,"2025-06-21","2025-06-23",False,0,2,148,"0","2","0",1
"O001117","C00857","Adyen","amex","GBP","128.19","high","GB","web","auth","failed","stolen_card","2024-06-06","2024-06-25",False,1,2,528,"0","0",NULL,1
"O006102","C00857","Worldpay","visa","EUR","35.44","mid","DE","android","auth","success",NULL,"2024-10-22","2024-10-26",False,1,1,391,"0","1","0",1
"O010966","C00857","Worldpay","visa","GBP","10.16","low","GB","web","auth","failed","limit_exceeded","2024-11-21","2024-12-17",False,1,1,361,"1","2","0.5",1
"O010763","C00857","Adyen","paypal","GBP","41.69","mid","GB","ios","auth","success",NULL,"2024-11-21","2024-11-27",False,0,2,360,"1","2","0.5",1
"O010966","C00857","Worldpay","visa","GBP","10.16","low","GB","web","auth","failed","limit_exceeded","2024-11-21","2024-12-17",False,1,1,361,"2","3","0.6666666666666666",1
"O010763","C00857","Adyen","paypal","GBP","41.69","mid","GB","ios","auth","success",NULL,"2024-11-21","2024-11-27",False,0,2,360,"2","3","0.6666666666666666",1
"O010794","C00857","Amex","mastercard","GBP","27.42","mid","DE","web","auth","success",NULL,"2024-12-17","2024-12-17",False,0,2,334,"2","4","0.5",1
"O000915","C00858","Credorax","mastercard","EUR","72.21","mid","FR","web","auth","failed","processor_declined","2024-07-23","2024-08-21",False,2,1,482,"0","0",NULL,1
"O008360","C00858","Adyen","mastercard","USD","26.91","mid","ES","ios","auth","failed","processor_declined","2024-09-18","2024-09-20",False,0,0,427,"0","1","0",1
"O005928","C00858","Adyen","mastercard","USD","7.12","low","GB","web","auth","failed","limit_exceeded","2024-12-02",NULL,False,1,0,351,"0","2","0",0
"O005756","C00860","Safecharge/Nuvei","mastercard","GBP","23.67","low","NL","web","auth","success",NULL,"2024-03-16","2024-03-17",False,0,0,612,"0","0",NULL,1
"O001975","C00860","Adyen","mastercard","GBP","9.88","low","US","web","auth","success",NULL,"2025-09-02","2025-09-05",False,1,2,75,"1","1","1",1
"O007085","C00861","Credorax","visa","EUR","34.02","mid","US","web","capture","success",NULL,"2024-01-04","2024-01-06",False,0,0,684,"0","0",NULL,1
"O008944","C00861","Adyen","visa","GBP","26.07","mid","ES","web","auth","failed","limit_exceeded","2024-10-14","2024-11-13",False,1,2,398,"1","1","1",1
"O009719","C00861","Adyen","mastercard","GBP","46.74","mid","GB","web","auth","failed","do_not_honor","2025-07-15",NULL,False,1,0,126,"1","2","0.5",0
"O010100","C00862","Worldpay","visa","GBP","35.21","mid","DE","ios","capture","failed","processor_declined","2024-09-27",NULL,False,0,2,415,"0","0",NULL,0
"O011723","C00862","Adyen","paypal","GBP","15.06","low","GB","ios","auth","success",NULL,"2025-08-04","2025-08-05",False,0,2,105,"0","1","0",1
"O009876","C00862","Safecharge/Nuvei","apple_pay","GBP","19.77","low","IT","web","auth","failed","processor_declined","2025-08-26",NULL,False,0,2,82,"1","2","0.5",0
"O010594","C00862","Amex","mastercard","USD","15.20","low","GB","ios","auth","success",NULL,"2025-09-21","2025-09-27",True,0,0,58,"1","3","0.3333333333333333",1
"O002102","C00863","Adyen","paypal","GBP","70.01","mid","GB","ios","auth","failed","incorrect_cvv","2024-05-20","2024-06-02",False,1,0,547,"0","0",NULL,1
"O004733","C00863","Adyen","paypal","USD","44.18","mid","FR","web","auth","success",NULL,"2024-11-08","2024-11-11",False,0,0,376,"0","1","0",1
"O002036","C00863","Credorax","mastercard","GBP","34.16","mid","DE","ios","auth","success",NULL,"2025-01-22","2025-01-24",False,1,1,299,"1","2","0.5",1
"O001712","C00863","Chase","paypal","GBP","6.83","low","NL","web","auth","success",NULL,"2025-06-26","2025-06-30",False,0,2,143,"2","3","0.6666666666666666",1
"O007229","C00863","Amex","visa","USD","94.50","mid","DE","android","auth","failed","limit_exceeded","2025-07-12","2025-08-01",False,0,1,128,"3","4","0.75",1
"O004527","C00863","Worldpay","mastercard","USD","44.25","mid","ES","web","auth","failed","processor_declined","2025-07-29","2025-08-17",False,3,2,110,"3","5","0.6",1
"O004856","C00863","Adyen","visa","GBP","14.78","low","DE","web","auth","success",NULL,"2025-08-22","2025-08-26",False,1,0,88,"3","6","0.5",1
"O010209","C00863","Adyen","visa","EUR","11.14","low","DE","web","auth","failed","expired_card","2025-08-28","2025-09-25",False,2,2,80,"4","7","0.5714285714285714",1
"O000665","C00864","Credorax","mastercard","GBP","68.79","mid","FR","web","auth","failed","limit_exceeded","2024-07-28","2024-08-07",False,1,0,478,"0","0",NULL,1
"O003449","C00864","Chase","visa","EUR","17.36","low","DE","ios","auth","success",NULL,"2024-09-14","2024-09-15",False,0,0,430,"0","1","0",1
"O009459","C00864","Worldpay","visa","GBP","14.97","low","IE","web","auth","failed","do_not_honor","2025-07-08",NULL,False,3,2,131,"1","2","0.5",0
"O010896","C00864","Worldpay","mastercard","GBP","51.82","mid","CY","ios","auth","failed","do_not_honor","2025-09-19","2025-09-28",False,0,2,58,"1","3","0.3333333333333333",1
"O007408","C00865","Safecharge/Nuvei","paypal","GBP","14.39","low","GB","web","auth","failed","expired_card","2024-04-26","2024-05-11",False,0,2,570,"0","0",NULL,1
"O010916","C00865","Amex","mastercard","GBP","29.66","mid","FR","web","auth","failed","expired_card","2025-02-09","2025-02-22",True,2,0,282,"0","1","0",1
"O009886","C00865","Credorax","mastercard","GBP","35.58","mid","FR","ios","auth","success",NULL,"2025-08-29","2025-09-02",False,0,1,80,"0","2","0",1
"O005687","C00866","Amex","visa","EUR","11.04","low","NL","web","auth","success",NULL,"2024-06-09","2024-06-15",False,0,2,525,"0","0",NULL,1
"O011453","C00866","Adyen","visa","GBP","22.01","low","CY","web","auth","success",NULL,"2025-05-03","2025-05-09",False,1,0,199,"1","1","1",1
"O006534","C00867","Adyen","amex","EUR","25.02","mid","DE","web","auth","failed","processor_declined","2024-01-29","2024-02-12",False,4,1,659,"0","0",NULL,1
"O009285","C00867","Adyen","mastercard","GBP","10.14","low","DE","web","auth","failed","insufficient_funds","2024-09-19","2024-09-27",False,3,0,425,"0","1","0",1
"O011084","C00868","Amex","mastercard","GBP","8.30","low","DE","ios","refund","success",NULL,"2024-07-10","2024-07-14",False,0,0,496,"0","0",NULL,1
"O008749","C00868","Chase","visa","GBP","62.98","mid","ES","ios","auth","failed","insufficient_funds","2024-12-14","2024-12-19",False,0,2,337,"1","1","1",1
"O002272","C00868","Worldpay","visa","GBP","11.85","low","IT","ios","capture","failed","expired_card","2025-09-14",NULL,False,1,0,65,"1","2","0.5",0
"O008862","C00869","Safecharge/Nuvei","apple_pay","EUR","138.83","high","IT","ios","auth","failed","insufficient_funds","2024-03-15",NULL,False,3,0,613,"0","0",NULL,0
"O005758","C00869","Worldpay","mastercard","USD","37.84","mid","GB","ios","auth","failed","incorrect_cvv","2024-08-20","2024-09-07",False,3,1,454,"0","1","0",1
